site_id,sample_id,x_m,y_m,lat,lon,head_meas,hydraulic_head,elevation,screen_depth,well_depth,aquifer_unit,aquifer_layer,pH,temp_c,sample_date,tritium_TU,argon39_pmc,Ca,Mg,Na,K,HCO3,Cl,SO4,NO3,F,Fe,PO4,SiO2
MF2103_P0_M0,MF2103_P0_M0,225.0,1275.0,7.011486486486486,-1.497972972972973,101.0565790962485,101.07222116956558,113.04142674578311,18.0,40.0,external_modflow_synthetic,1,6.887418238963933,25.557324869754485,2025.5,5.594811541993247,99.9801817044244,0.5998225077103758,0.27198593115571784,0.48751565270067276,0.052845879017157614,1.4550766977983873,0.2379124937713135,0.4131725565900058,0.30169922716567527,0.006532278756258699,0.0029074402464294405,0.004015993117676427,0.5336514759573283
MF2103_P0_M1,MF2103_P0_M1,900.0,1297.1126708984375,7.011685699737824,-1.491891891891892,98.35773772043335,98.32386294814523,110.31690266133013,18.0,40.0,external_modflow_synthetic,1,7.1903786802573,24.695249125256193,2025.5,2.295381295860135,93.60042771281068,0.853082515230717,0.30835981109980654,0.47953972976881154,0.052256611086347986,1.9542706948321047,0.2447962959666824,0.4197309725367598,0.3189394393412942,0.006482154125032866,0.0028627092570842772,0.004091767076006925,0.5257888418785857
MF2103_P0_M2,MF2103_P0_M2,1650.0,1327.86572265625,7.011962754258165,-1.4851351351351352,94.595658428041,94.73984028213624,106.66298375334154,18.0,40.0,external_modflow_synthetic,1,7.977480995296721,24.85457291579549,2025.5,1.220094888132731,88.76957096360425,0.5695176138810372,0.2909590043041132,0.5341351189474347,0.05948941165673188,1.572158420134992,0.24605351491220165,0.42174606285145777,0.3128518131069167,0.006253300750464319,0.0029705414075309076,0.0037954569288200218,0.5290861351140805
MF2103_P0_M3,MF2103_P0_M3,2400.0,1316.9456787109375,7.011864375483882,-1.4783783783783784,91.55612604218891,91.65228959154088,103.61963546608995,18.0,40.0,external_modflow_synthetic,1,7.669182406874179,24.530346030326015,2025.5,0.31380099170457193,86.42023897902195,0.5512228895503535,0.2949529308006457,0.665746287377896,0.1044201317455473,1.8666679091158436,0.2496709148783596,0.4158901287727655,0.305323232978823,0.005981285166392491,0.0029688556237914814,0.0039027084777124763,0.8666563622858
MF2103_P1_M0,MF2103_P1_M0,225.0,675.0,7.006081081081081,-1.497972972972973,100.83644579166811,100.99729555924473,112.96519237203684,18.0,40.0,external_modflow_synthetic,1,6.818699844769319,25.629106156379653,2025.5,5.697499628741395,100.78046263867721,0.6269976123692391,0.2502059240809946,0.4499708726603781,0.056037184057139804,1.372634226988757,0.24582087817645115,0.4357135770838721,0.2809177103224379,0.006966757495248238,0.003050900684100846,0.003971058761779908,0.5458409986240687
MF2103_P1_M1,MF2103_P1_M1,900.0,597.4497680664062,7.005382430342941,-1.491891891891892,98.2988673991768,98.28102613051159,110.28034024710473,18.0,40.0,external_modflow_synthetic,1,7.199788089278895,24.8648481670118,2025.5,2.2906926134890013,92.05469326211804,0.6334360982955763,0.2785918064113539,0.4249456245542204,0.05495910981449921,1.490614615220353,0.2588905374756216,0.4529616472238676,0.057412798361377006,0.006759862023264411,0.0030842291598286685,0.0040291223374774015,0.5189554065623875
MF2103_P1_M2,MF2103_P1_M2,1650.0,566.0153198242188,7.005099237115534,-1.4851351351351352,94.2862022830299,94.41510196626987,106.57828383332544,18.0,40.0,external_modflow_synthetic,1,7.418538915027105,25.40013870096092,2025.5,1.2250439053277407,90.0500042326833,0.6848500246882848,0.2940707525316599,0.41485450963743536,0.056829147913785766,1.8288497800947132,0.2763051303400458,0.18766678784590665,0.010063906744451005,0.006721264740954682,0.008794671304688497,0.0042509160137849476,0.5325265664628998
MF2103_P1_M3,MF2103_P1_M3,2400.0,632.7025756835938,7.005700023204357,-1.4783783783783784,91.59962366107936,91.65775276997238,103.66986715995745,18.0,40.0,external_modflow_synthetic,1,7.810400191203356,25.071776859754685,2025.5,0.26010884113859084,87.41599649077911,0.6165831882671375,0.28779819563722014,0.4357157068148457,0.05539859002721497,1.9512987302565967,0.2786626274645904,0.1927778372597393,0.010350493505309276,0.007231120648174629,0.061842752483168,0.004152359388671429,0.5045621553015377
MF2103_P2_M0,MF2103_P2_M0,225.0,225.0,7.002027027027027,-1.497972972972973,100.93408975137035,100.90530624814106,112.91392341856107,18.0,40.0,external_modflow_synthetic,1,6.894009739254415,25.5889077640415,2025.5,5.691517608677393,99.4491175073295,0.6153305582443956,0.2578592205197424,0.5474390003155806,0.053062088116892496,1.578391467295231,0.22584594350518,0.42607750398431504,0.30258170945676904,0.007000421843037202,0.0028391508425332905,0.004018740099394807,0.5204823604666965
MF2103_P2_M1,MF2103_P2_M1,900.0,212.686767578125,7.001916097005208,-1.491891891891892,98.1534859978998,98.15474291446276,110.19422876709648,18.0,40.0,external_modflow_synthetic,1,7.235761637161988,24.530734023630277,2025.5,2.4335681841767065,95.48237983688435,0.6442712359616511,0.2416677762802749,0.6820790804985217,0.08644112200542667,1.7269703539189898,0.2235458879821102,0.4261859375167476,0.31750535185622764,0.007012779598721696,0.00262076247626297,0.00399387808309853,0.7726801333445594
