site_id,sample_id,x_m,y_m,lat,lon,head_meas,hydraulic_head,elevation,screen_depth,well_depth,aquifer_unit,aquifer_layer,pH,temp_c,sample_date,tritium_TU,argon39_pmc,Ca,Mg,Na,K,HCO3,Cl,SO4,NO3,F,Fe,PO4,SiO2
MF2104_P0_M0,MF2104_P0_M0,225.0,1275.0,7.011486486486486,-1.497972972972973,100.65907748177615,100.51383613749798,112.53526316997154,18.0,40.0,external_modflow_synthetic,1,6.905234835841379,25.27870469630491,2025.5,5.673809564962619,98.65199075979517,0.6416498680056842,0.2554672481139172,0.5052749693131282,0.049294650661913735,1.5276742061850916,0.24911204212942378,0.4304694526952318,0.2927881928397137,0.007115500070170464,0.002928024439659771,0.004298471361050745,0.5428043175609119
MF2104_P0_M1,MF2104_P0_M1,900.0,1302.2825927734375,7.011732275610571,-1.491891891891892,97.61989255704451,97.66978014542678,109.61611973848963,18.0,40.0,external_modflow_synthetic,1,7.18504590420033,24.569545505949367,2025.5,2.0556348639761635,95.73019721117225,0.8150888214203224,0.3164877337131248,0.5511376899449889,0.051697833954757605,1.769328964413363,0.25215373341328084,0.47332699532951794,0.3018616174231644,0.00670417702502444,0.0027521365600128977,0.004645023538964708,0.5593486974296425
MF2104_P0_M2,MF2104_P0_M2,1650.0,1331.0233154296875,7.0119912010399075,-1.4851351351351352,94.29786104807239,94.39898211529524,106.40185923810374,18.0,40.0,external_modflow_synthetic,1,8.048891641770068,25.13067492098595,2025.5,1.5137480257514158,90.8074090351762,0.6382355143796573,0.32512398008576715,0.5307304049749352,0.05134904876931704,1.4445309013354575,0.2372141812327057,0.468884628896618,0.2955220232202346,0.00673076526580628,0.002799900073820035,0.0044173787854719275,0.5351527141264046
MF2104_P0_M3,MF2104_P0_M3,2400.0,1300.209228515625,7.011713596653294,-1.4783783783783784,91.59878799606321,91.63116513552228,103.62160346366453,18.0,40.0,external_modflow_synthetic,1,7.699071176913932,25.028075671404363,2025.5,0.2725127337498381,86.54131304542146,0.6777781563885065,0.3421074322529744,0.6695949379305253,0.08625694999999702,1.6608589859000513,0.21749064161768938,0.4673872534821783,0.29658978460377483,0.006740821779848466,0.0029167289304845873,0.004045088281991554,0.8539096920013194
MF2104_P1_M0,MF2104_P1_M0,225.0,675.0,7.006081081081081,-1.497972972972973,100.51665373982593,100.53908363744365,112.4480940453389,18.0,40.0,external_modflow_synthetic,1,6.923026502525313,24.768736838288326,2025.5,5.763706579836919,98.56018326208981,0.6693261916007724,0.2686831459466276,0.552401953016141,0.054112210205841546,1.5922272796190047,0.2416378580447519,0.4202727952582357,0.31468129007148093,0.007430122263395875,0.002950474951981615,0.004170327560718333,0.5557191007308706
MF2104_P1_M1,MF2104_P1_M1,900.0,727.337890625,7.006552593609234,-1.491891891891892,98.17959348597012,98.26207768752978,110.23677328062443,18.0,40.0,external_modflow_synthetic,1,7.189908315181809,24.858987614025988,2025.5,2.1078943281856333,95.25102802398489,0.6877153058761483,0.272357487019115,0.5308575090246603,0.055958880332317495,1.709485264705311,0.23885810109675631,0.428217592217806,0.06519544899405913,0.0074563331858793795,0.0029437405537309437,0.003952969827379084,0.5887970193530079
MF2104_P1_M2,MF2104_P1_M2,1650.0,894.9508056640625,7.008062619870848,-1.4851351351351352,94.23491008827342,94.22561589386349,106.38147087921564,18.0,40.0,external_modflow_synthetic,1,8.263827276789325,24.823235317423183,2025.5,0.02,78.2776875258424,0.5552643679673487,0.2741792211155047,0.6128145967458419,0.05669219844879886,2.298015763192934,0.22999350177664882,0.09898859974679074,8.57339249280248e-05,0.006446825434082467,0.010382501287423412,0.004433107102729302,0.622495487050391
MF2104_P1_M3,MF2104_P1_M3,2400.0,790.03564453125,7.00711743823902,-1.4783783783783784,91.55929502383538,91.3013669956307,103.54052119384701,18.0,40.0,external_modflow_synthetic,1,8.8,25.340364244968388,2025.5,0.02,69.87816663445831,0.5616701863904329,0.27230368173456704,0.5641337233951936,0.05260049775488553,2.4818397773476906,0.21021829268448336,0.10375338520944079,9.215661002336617e-05,0.00603158095739749,0.07456029168619269,0.005061720221441799,0.6444283414860421
MF2104_P2_M0,MF2104_P2_M0,225.0,225.0,7.002027027027027,-1.497972972972973,100.48162965464563,100.59311661286634,112.4540770261231,18.0,40.0,external_modflow_synthetic,1,6.864783311265794,25.066433066961775,2025.5,5.637378796069778,100.93558545011894,0.5761116173365675,0.2856200094481775,0.43304568048648784,0.05407507756997992,1.700482691533658,0.2195484636688685,0.4054000186317829,0.31193066861567076,0.007272969422214635,0.0031240941631208497,0.003903736023320267,0.5613370733991557
MF2104_P2_M1,MF2104_P2_M1,900.0,216.18922424316406,7.001947650668857,-1.491891891891892,98.06036590223526,98.11975390702368,110.04190874483668,18.0,40.0,external_modflow_synthetic,1,7.158441614744042,25.031446833696563,2025.5,2.5007362988783304,96.63207119378305,0.616619494039314,0.2868376053348146,0.592267441119834,0.0862889490890088,1.7686681962449398,0.20026917633235927,0.40728891611699614,0.3174314082385485,0.00777907573539632,0.0030025310916597524,0.0038904829739993614,0.8391867333928397
