event_code,event_date,station_code,cluster_code,DO_mg_L,ORP_mV,DOC_mg_L,Fe2_mg_L,Mn2_mg_L,NO2_mg_L,NH4_mg_L,N2O_ug_L
E1,2024-02-10,L1,CLUSTER_A,5.263149735490316,260.5907452823468,2.7367951917496796,0.03884256256036131,0.0,0.026559909674282192,0.3572820256997022,0.33069297541931153
E1,2024-02-10,L2,CLUSTER_B,6.363828013698188,230.28848661262637,2.4509405233369224,0.01841304467888153,0.023310876552882467,0.04600089189397917,0.21991862903852483,16.661558027049722
E1,2024-02-10,BH1,CLUSTER_A,2.9774118889776937,110.73606752507033,2.8463607157006754,0.31584897381074484,0.17795917237579412,0.014068580929305834,0.15798549790310457,4.512880883498616
E1,2024-02-10,BH2,CLUSTER_A,2.789583934594853,-2.481253618040597,2.2694102054505967,0.2214023413742261,0.20198729654271236,0.0350173797746252,0.36847753891761614,11.653873455693224
E1,2024-02-10,BH3,CLUSTER_B,0.22795974434675936,75.31327789712594,1.0967956844431104,0.17225802364505882,0.22578599032937052,0.032750676217953925,0.06612834857055044,2.9314131677980058
E1,2024-02-10,BH4,CLUSTER_B,1.8327820928762608,-5.159210456678949,1.3973158335620515,0.29680142073268656,0.20087184252746873,0.03217522944448879,0.0,9.521833645151299
E2,2024-05-25,L1,CLUSTER_A,5.572033573232578,274.8334171223616,3.792967745320966,0.0,0.018177931496177885,0.031818126455867096,0.0,15.379745240267544
E2,2024-05-25,L2,CLUSTER_B,5.868356612700659,300.7950391506042,2.0432450707825645,0.07441291069898631,0.05136943111978076,0.02465756040274337,0.1781281071238435,9.35171619640863
E2,2024-05-25,BH1,CLUSTER_A,0.9366547352606184,69.6729923831753,1.7084864805285847,0.30750907965302426,0.1899876972837206,0.0,0.13499891636165068,15.407277738294866
E2,2024-05-25,BH2,CLUSTER_A,1.056411771187436,22.44249878967758,1.9213837150987163,0.37665777857279803,0.12079982388924615,0.046579211808739786,0.2528152779079832,12.209100334450309
E2,2024-05-25,BH3,CLUSTER_B,2.3541165013240932,242.93571702422594,1.6769029866803735,0.0,0.23229780530619987,0.010846011380863487,0.16294565332116395,14.547753424302634
E2,2024-05-25,BH4,CLUSTER_B,0.19774045894107473,-7.6153049874297665,0.8392332377286879,0.13087955649618643,0.15077456242118956,0.03048375685625542,0.18315290151942645,0.9361705805381675
E3,2024-08-20,L1,CLUSTER_A,3.189896563367356,253.26121512342294,2.1225791730893313,0.06378157315149835,0.044039072524425404,0.02276482864117364,0.24121597024510244,9.146056870575343
E3,2024-08-20,L2,CLUSTER_B,6.0300647056014665,207.71960422780705,2.356310868934833,0.05590328289970872,0.046410569508348376,0.012125176555508557,0.21254007068785352,6.670806040423105
E3,2024-08-20,BH1,CLUSTER_A,1.6824578326718698,138.06633294168512,0.6041637773675066,0.05552915078878587,0.016247022179002535,0.0,0.06860826718137879,11.747169498638701
E3,2024-08-20,BH2,CLUSTER_A,1.5151159336174254,93.84530573592966,2.453530498026476,0.4491529198401537,0.11516034456917022,0.04707171779138795,0.1610551990120931,3.8130088808626894
E3,2024-08-20,BH3,CLUSTER_B,1.205599647801265,-23.637555879551144,1.2671196877598088,0.19629749678883562,0.17625095135650212,0.05441539662331968,0.0,9.964137341299594
E3,2024-08-20,BH4,CLUSTER_B,0.7594560608424656,113.22879619242414,1.7213480095873641,0.0,0.1849807894097939,0.00789998574382538,0.08593197139517345,2.6512379435515507
E4,2024-11-15,L1,CLUSTER_A,4.845716723312444,275.673426441695,2.3486045272508758,0.059859860068474435,0.03723843707857687,0.04641323311056334,0.10886566189627447,0.6157109157713414
E4,2024-11-15,L2,CLUSTER_B,6.567222416571983,230.11070967416472,3.3916739556619016,0.061501313395474114,0.0273772493959331,0.026975517880925903,0.3841215072151559,18.384902645268767
E4,2024-11-15,BH1,CLUSTER_A,1.8693811351327787,91.21334153219527,2.4457440944798314,0.12315084508489793,0.14331492608327787,0.019482743040922873,0.18766898537490642,3.833155970252971
E4,2024-11-15,BH2,CLUSTER_A,0.21043250669103108,-65.10884051939041,1.1295695322062353,0.18119870725910003,0.09947658893458666,0.05874462324859034,0.28271920438887577,3.189544418291864
E4,2024-11-15,BH3,CLUSTER_B,2.147708452450957,51.50452345547724,1.629381697175943,0.2777988474123073,0.16334197818827753,0.013214830322319692,0.27766218392812303,2.29030886928798
E4,2024-11-15,BH4,CLUSTER_B,1.8063390623622684,261.8371608617083,1.933847845575165,0.46498217599092595,0.12640641247212456,0.031615541906595934,0.143186016672877,7.147962094178978
E5,2025-02-05,L1,CLUSTER_A,4.720517603274581,275.81808153745317,1.8187702486513855,0.06996755708940287,0.0517057400889182,0.0273306281447446,0.11565015197331698,10.26982789654348
E5,2025-02-05,L2,CLUSTER_B,5.1913269444535874,306.13282752790894,1.034875132627901,0.039931778956440615,0.0,0.0,0.3136634675776691,12.47592490985843
E5,2025-02-05,BH1,CLUSTER_A,1.0805197667152098,-25.17524192286278,0.1,0.1684756738101048,0.2894290508573182,0.028697685429272948,0.08285132567406125,10.325401047501531
E5,2025-02-05,BH2,CLUSTER_A,0.2390416470055572,59.18736461116552,1.8596864838094431,0.23708490222684273,0.17535642851830563,0.026892904524721047,0.23019912217295962,4.558138588846203
