site_id,sample_id,x_m,y_m,lat,lon,head_meas,hydraulic_head,elevation,screen_depth,well_depth,aquifer_unit,aquifer_layer,pH,temp_c,sample_date,tritium_TU,argon39_pmc,Ca,Mg,Na,K,HCO3,Cl,SO4,NO3,F,Fe,PO4,SiO2
MF2106_P0_M0,MF2106_P0_M0,225.0,1275.0,7.011486486486486,-1.497972972972973,100.73675293735793,100.85552615996302,112.9028293708403,18.0,40.0,external_modflow_synthetic,1,6.840101391079291,24.87012015359847,2025.5,5.6976983879901555,98.28594824822845,0.6741088813853331,0.2539261822979704,0.49249599752092227,0.05872740269709056,1.6459829240037036,0.2320560048244583,0.47143372116882726,0.2897254945139207,0.00608952392836523,0.003074554378381933,0.003671604002096273,0.5912931479684723
MF2106_P0_M1,MF2106_P0_M1,900.0,1275.99658203125,7.011495464702985,-1.491891891891892,98.54928579491842,98.43118799864294,110.42555760976545,18.0,40.0,external_modflow_synthetic,1,7.128469743431529,25.00242662983859,2025.5,2.347140069969029,94.81748795552048,0.9285524993354063,0.31769779800211007,0.5057703655344229,0.060174430320901334,2.183364303306453,0.22641357059935535,0.4678744779382178,0.27399181468149464,0.00617666048206062,0.0029746114497500253,0.0037143369246384395,0.5470294090517807
MF2106_P0_M2,MF2106_P0_M2,1650.0,1284.36669921875,7.011570871164133,-1.4851351351351352,94.7238002106068,94.80667377876689,106.7638153366845,18.0,40.0,external_modflow_synthetic,1,7.980453584339658,24.99159679646205,2025.5,1.4277721635140073,88.64878032406395,0.5687445964831165,0.2962506286137254,0.5067447050247065,0.06252741388682509,1.5681915201949295,0.21854437278507177,0.4809720585368376,0.26706066050931127,0.006229159959691554,0.002905005228463049,0.003690756784956188,0.5508986197474127
MF2106_P0_M3,MF2106_P0_M3,2400.0,1241.2177734375,7.01118214210304,-1.4783783783783784,91.77706379933508,91.81089932606568,103.73490001367642,18.0,40.0,external_modflow_synthetic,1,7.831554397834927,24.761434542752397,2025.5,0.30544468309626316,85.72920114200367,0.5578517162552662,0.29588574415192015,0.6237357188440269,0.10276185023505051,1.808421898606891,0.20736872373344203,0.47721993657194717,0.2791110251514498,0.006305019917084946,0.0032401489180608144,0.003376806359623566,0.8256502150126767
MF2106_P1_M0,MF2106_P1_M0,225.0,675.0,7.006081081081081,-1.497972972972973,100.85967489852024,100.77848946208084,112.87702530633999,18.0,40.0,external_modflow_synthetic,1,6.892184145315646,25.16208026374309,2025.5,5.742847948552337,101.25809943791181,0.6820567831307417,0.24992737206321367,0.45094203012157635,0.052435190953958676,1.628909637855089,0.2518065918624456,0.44682873100841264,0.2969220149846449,0.007091559381295182,0.00290772778440304,0.004021184607771083,0.5960408190259684
MF2106_P1_M1,MF2106_P1_M1,900.0,611.8681030273438,7.005512325252498,-1.491891891891892,98.26451984095819,98.3677791969345,110.34840086700615,18.0,40.0,external_modflow_synthetic,1,7.139184702434242,24.426096882488427,2025.5,2.350025524061142,94.29153734974209,0.6933837718505496,0.23681983314960522,0.43287880455306055,0.05243513719304205,1.8193947813305036,0.23542826992199534,0.4474182079866697,0.07209469042190995,0.007449460830320378,0.003145901316599072,0.003900520141794762,0.5774545211520118
MF2106_P1_M2,MF2106_P1_M2,1650.0,533.5908203125,7.00480712450732,-1.4851351351351352,94.75690537621978,94.90761689223959,106.86291734571194,18.0,40.0,external_modflow_synthetic,1,7.462577793534802,24.862251609367757,2025.5,1.3177981018018583,89.73308506137055,0.7259515023725672,0.2277189824396234,0.417620094551795,0.052393846500179066,2.1553350042103854,0.23141926227841106,0.18845159194461258,0.011504290297952522,0.007700108649108991,0.010189319353753102,0.0037098828487429443,0.5855497814313618
MF2106_P1_M3,MF2106_P1_M3,2400.0,554.7999267578125,7.004998197538359,-1.4783783783783784,91.6167439278482,91.54310199294237,103.70459744097282,18.0,40.0,external_modflow_synthetic,1,7.706456064359319,25.31968051547387,2025.5,0.45557067556550357,86.26879197039318,0.7609220833151834,0.2192684549488471,0.411378074471612,0.05169729678964068,2.1837889897729488,0.22626257336560712,0.20080187358397308,0.01192995602821504,0.0073164427175045075,0.05680545109970946,0.0035900599804131704,0.5929247450074369
MF2106_P2_M0,MF2106_P2_M0,225.0,225.0,7.002027027027027,-1.497972972972973,100.83594861758972,100.65778528888116,112.78831414098696,18.0,40.0,external_modflow_synthetic,1,6.864593868712435,24.761104348365894,2025.5,5.7532907855073985,101.085068010618,0.5853929705434796,0.25996336307545614,0.44886998638325615,0.05337250903084563,1.7555163367401394,0.24024863384483025,0.45136584781727285,0.31073404148115197,0.006939273038375437,0.0027671367314955684,0.0036206623167341226,0.5595367019539744
MF2106_P2_M1,MF2106_P2_M1,900.0,199.5493621826172,7.001797742001645,-1.491891891891892,98.01067140289896,97.97970827874417,110.05076266887009,18.0,40.0,external_modflow_synthetic,1,7.165766465003833,24.63148078614105,2025.5,2.027101783945847,94.47694694396198,0.648414958924244,0.2509216728617429,0.6194346603662194,0.08520256486185837,1.951914613948185,0.2254203359752326,0.4549738561927511,0.3022816665940747,0.006789845319789985,0.002926793768048967,0.0039751112860480844,0.871625969969781
